impl,workload,pf_scatter,pf_probe,P,NR,NS,rep,hist_r_ms,scatter_r_ms,hist_s_ms,scatter_s_ms,join_ms,total_ms,join_count,checksum1,checksum2
seq,uniform,12,8,128,10000000,20000000,0,17.004,70.580,33.853,166.288,335.126,622.851,40006682,9024839626095127350,17897240367829630669
seq,uniform,12,8,128,10000000,20000000,1,16.983,70.210,33.856,165.972,332.820,619.840,40006682,9024839626095127350,17897240367829630669
seq,uniform,12,8,128,10000000,20000000,2,16.967,70.214,33.859,167.996,333.430,622.466,40006682,9024839626095127350,17897240367829630669
seq,uniform,12,8,128,10000000,20000000,3,16.959,70.121,33.998,166.209,333.488,620.774,40006682,9024839626095127350,17897240367829630669
seq,uniform,12,8,128,10000000,20000000,4,17.263,70.219,33.926,165.943,333.024,620.375,40006682,9024839626095127350,17897240367829630669
