impl,workload,threads,run_id,t_total_s,join_count
m2_threads,uniform,32,1,0.535256,199995067
m2_threads,uniform,32,2,0.531633,199995067
m2_threads,uniform,32,3,0.529662,199995067
m2_threads,uniform,32,4,0.537560,199995067
m2_threads,uniform,32,5,0.528731,199995067
